row_number,source file,offset,classification,target_korean,raw_length,raw_sha256,raw_hex,review_status
1888,7/S7021.DAT,0x48EA4,선택지,|아크|쿠쿠루|토슈|다음 페이지,33,BE6F3AE1C1E610CBA46BD0ADBC1D67D5CABDF9C91F6027F109E08E87005341F2,E5 03 42 31 4E E6 01 E5 03 4E 4E 53 E6 01 E5 03 5C 82 60 AB E6 01 E5 03 DD 2A 1C DD F7 31 7F E6 01,
1892,7/S7021.DAT,0x4908E,선택지,|포코|고겐|이가|다음 페이지,35,99288549D64DCCE6E39EB53A69877C490B45637D559AE86B07055EEE5F68DFF1,E5 03 D7 D1 E6 01 E5 03 DD 3C 31 DD 4D 34 E6 01 E5 03 65 31 DD 02 E6 01 E5 03 DD 2A 1C DD F7 31 7F E6 01,
1896,7/S7021.DAT,0x4921C,선택지,|촌가라|다음 페이지|그만두기|밖으로 나가기,39,9166DE80EEDA9F235AB1324126E56541ACCC6339811C19E8A1E31941DFA3929D,E5 03 6C 69 34 DD 02 57 E6 01 E5 03 DD 2A 1C DD F7 31 7F E6 01 E5 03 40 29 75 39 40 51 22 E6 01 E5 03 DD 6B 23 56 22,
1923,7/S7022.DAT,0x489B6,선택지,대회 위원: 1회전 준비됐습니까?|예|아직입니다,36,0AA3BD97E678D41ED4CF86BF3010C4906DDF29788A44CA7976A1BDFBFC8422DE,50 7B DD 13 8D 25 E6 01 12 9E 63 1C DD 32 C5 28 1B 1B 30 2B 20 3C E6 01 E5 03 28 1B E6 01 E5 03 27 35 30 2B,
1953,7/S7023.DAT,0x48A4E,선택지,대회 위원: 2회전 준비됐습니까?|예|아직입니다,36,AE619BD5398A5144F8A1588BAD4D5122F546ED80081FE98C4644957B57883068,50 7B DD 13 8D 25 E6 01 13 9E 63 1C DD 32 C5 28 1B 1B 30 2B 20 3C E6 01 E5 03 28 1B E6 01 E5 03 27 35 30 2B,
1985,7/S7024.DAT,0x48AAE,선택지,대회 위원: 준결승 준비됐습니까?|예|아직입니다,37,03572AB1528293BA3A21B0E90C6491D6B392BEB065DA3D08961A7FE1CC32E464,50 7B DD 13 8D 25 E6 01 DD 32 9D D5 1C DD 32 C5 28 1B 1B 30 2B 20 3C E6 01 E5 03 28 1B E6 01 E5 03 27 35 30 2B,
2002,7/S7025.DAT,0x48304,선택지,변경?|변경|유지,24,53400352239E4A7D66A4F1994C1F1EBA3D4E5FBF56D4C4C8BC60B4D5C6CB2FE0,D2 3E 3C E6 01 E5 03 2E 26 1F 1B 2B 22 E6 01 E5 03 2E 26 1F 1B 1E 1D 1B,
2004,7/S7025.DAT,0x4851C,선택지,변경?|변경|유지,23,7246CBD71A13BFD481FC25D4FD34B986A3A7D1CA3D1A6BC8CF87D41499A94899,B5 3C E6 01 E5 03 2E 26 1F 1B 2B 22 E6 01 E5 03 2E 26 1F 1B 1E 1D 1B,
2018,7/S7025.DAT,0x48AC2,선택지,대회 위원: 결승 준비됐습니까?|예|아직입니다,35,7AD9472660E323908A33842A60971C1A69E49D3F55E5C8501CBDD417FE40F9B2,50 7B DD 13 8D 25 E6 01 9D D5 1C DD 32 C5 28 1B 1B 30 2B 20 3C E6 01 E5 03 28 1B E6 01 E5 03 27 35 30 2B,
2037,7/S7026.DAT,0x48548,선택지,변경?|변경|유지,24,B9062C1A499A08138E8C65499CD99E9121BFD72D73C2AF183F20D40B2384333A,26 B5 3C E6 01 E5 03 2E 26 1F 1B 2B 22 E6 01 E5 03 2E 26 1F 1B 1E 1D 1B,
2045,7/S7026.DAT,0x488BC,빌드대기,대회 위원: 이번 상품은 그 바람의 오브니까요. 손에 넣어서 어쩌려는 걸까요?,54,B1D7A8FAFDA117D9B8C1A96E982BA36D1111E61576B69199EEFDA5AD01E530EA,50 7B DD 13 8D 25 E6 01 C8 9E 1C DE 69 DE 2B 28 3F 1C 5B C1 1C 8F 31 C9 5A 30 2B 20 33 4C 37 E4 1F E6 01 87 23 86 32 21 54 26 1E 3D 26 29 21 2D 30 1E 73 26 4C 3C,
2059,7/S7026.DAT,0x48D28,선택지,대회 위원: 오브 쟁탈전 준비됐습니까?|예|아직입니다,41,69C29012D1DF64C0063832482F7CA31E6DD2562F20D414C0FD52B531015C9DCA,50 7B DD 13 8D 25 E6 01 8F 31 C9 DD 54 DD 76 63 1C DD 32 C5 28 1B 1B 30 2B 20 3C E6 01 E5 03 28 1B E6 01 E5 03 27 35 30 2B,
2068,7/S7027.DAT,0x48720,빌드대기,이렇게 매번 우승자를 나중에 죽여서 상품인 오브를 도로 빼앗고,40,C745FF5506E17322EECB8AFE8333080ADB3D6D246F6686F68190220990FCCD19,2E 26 1E 21 E6 01 DE BC 9E DF 09 D5 7E 2F C3 20 33 DD 7A 1E 21 28 E6 01 DE 69 DE 2B 1C 8F 31 C9 2F DD 76 1B DE 57 1E 21,
2098,7/S7028.DAT,0x4729E,선택지,변경?|변경|유지,23,7246CBD71A13BFD481FC25D4FD34B986A3A7D1CA3D1A6BC8CF87D41499A94899,B5 3C E6 01 E5 03 2E 26 1F 1B 2B 22 E6 01 E5 03 2E 26 1F 1B 1E 1D 1B,
2120,7/S7028.DAT,0x48028,선택지,대회 위원: 출전하시겠습니까?|출전|그만,34,FF6DAD9548139E0FC224DD9A5A0CAFA8A308331F1F8E467A35369D67F3046D24,50 7B DD 13 8D 25 E6 01 A5 AA 1D 3A 1B 27 2B 20 3C E6 01 E5 03 A5 AA 2B 22 E6 01 E5 03 A5 AA 1E 1D 1B,
2125,7/S7028.DAT,0x48228,빌드대기,클라비스의 책을 받았습니다.,19,2D371F0AB618ACF689B62A2029853E0591E036A3088E3BC10485A6C63D57BDBB,5B 4E 57 DD 39 DD 03 47 1C 92 5A 2F 38 33 1B 27 1E 1F 37,
2127,7/S7028.DAT,0x482EE,선택지,|아크|쿠쿠루|토슈|다음 페이지,33,BE6F3AE1C1E610CBA46BD0ADBC1D67D5CABDF9C91F6027F109E08E87005341F2,E5 03 42 31 4E E6 01 E5 03 4E 4E 53 E6 01 E5 03 5C 82 60 AB E6 01 E5 03 DD 2A 1C DD F7 31 7F E6 01,
2131,7/S7028.DAT,0x484D8,선택지,|포코|고겐|이가|다음 페이지,35,99288549D64DCCE6E39EB53A69877C490B45637D559AE86B07055EEE5F68DFF1,E5 03 D7 D1 E6 01 E5 03 DD 3C 31 DD 4D 34 E6 01 E5 03 65 31 DD 02 E6 01 E5 03 DD 2A 1C DD F7 31 7F E6 01,
2135,7/S7028.DAT,0x48666,선택지,|촌가라|다음 페이지|그만두기|밖으로 나가기,39,9166DE80EEDA9F235AB1324126E56541ACCC6339811C19E8A1E31941DFA3929D,E5 03 6C 69 34 DD 02 57 E6 01 E5 03 DD 2A 1C DD F7 31 7F E6 01 E5 03 40 29 75 39 40 51 22 E6 01 E5 03 DD 6B 23 56 22,
2142,7/S7028.DAT,0x48B70,선택지,대회 위원: 정말 출전하시겠습니까?|승리|나중에,48,99E9BE7475CC271E39577012288B4A5A1E3EEA95CFF62801357E125BB177AD81,50 7B DD 13 8D 25 E6 01 92 DD 42 23 1B 1B 2D 30 2B 20 3C E6 01 E5 03 A7 29 1F 1B D5 21 22 02 E6 01 E5 03 27 35 40 39 DD AB 1E 1F 2E 36 2A DF 61,
2143,7/S7031.DAT,0x478B8,빌드대기,"로크톨: 축하합니다, 당신이 진정한 용사입니다. 자, 상품인 바람의 오브를 드리지요.",51,87CCE1EF506CD9AADCB053412E0DA76D7E2AE47008EC8435257640081D7F27CC,A2 4E 5C 31 53 25 E6 01 3B 51 30 36 26 24 3F 1D 1F 2A DE 9F 1C DD 47 7E 35 37 E6 01 E4 3D 3A 3F 24 DE 69 DE 2B 1C 5B C1 1C 8F 31 C9 5A 2F DD BC 41 26 37,
2148,7/S7032.DAT,0x478BA,빌드대기,로크톨: 이 무투 대회의 상품은 저 바람의 오브입니다.,39,21685AE19696AE35EAAF34C0DF639D4EE95ECA038C758B2E479F3042D2819CC4,A2 4E 5C 31 53 25 E6 01 2E 1C DE 28 93 50 7B 1C DE 69 DE 2B 28 E4 3D E6 01 3F 1C 5B C1 1C 8F 31 C9 5A 30 2B 37 E4 79,
2197,8/S8013.DAT,0x47996,선택지,|스톤 서클|링 위치 설정|소환수에 대해|다음 페이지,51,1F5BACB51D7DE242B4C95523B75D7147F57D01C7CE921209A945541C66CDE889,E5 03 47 5C 31 34 77 31 4E 53 E6 01 E5 03 6B 34 80 1C DE B1 DE CA DE D5 DD 97 E6 01 E5 03 DD 78 DD 7B DE 6E 23 45 1B 21 E6 01 E5 03 DD 2A 1C DD F7 31 7F,
2198,8/S8013.DAT,0x47A12,선택지,|포코의 악기|투기장|키토우올|그만,42,35F26F64A7FD83289D466AF3C0539097937D217B100509F03230C18002316FF0,E5 03 D7 D1 1C DD DF DE 7A E6 01 E5 03 93 DD 4C 89 E6 01 E5 03 DD B5 31 5C 71 DE B4 31 53 E6 01 E5 03 40 29 75 39 1B 1B 40 37,
2199,8/S8013.DAT,0x47A84,선택지,|스톤 서클|링 위치 설정|소환수|다음 페이지,47,ACA249B20629F394DAD814883CD5E1AE68ED6932BBF3FEB0B79C45F9D01D29C6,E5 03 47 5C 31 34 77 31 4E 53 E6 01 E5 03 6B 34 80 1C DE B1 DE CA DE D5 DD 97 E6 01 E5 03 DD 78 DD 7B DE 6E E6 01 E5 03 DD 2A 1C DD F7 31 7F,
2200,8/S8013.DAT,0x47AFC,선택지,|포코의 악기|투기장|키토우올|다음 페이지,41,C5A6454CB1226CA398B021539B18FDC7CCC0E3C16FAEEC90EED2BF257FB12D9E,E5 03 D7 D1 1C DD DF DE 7A E6 01 E5 03 93 DD 4C 89 E6 01 E5 03 DD B5 31 5C 71 DE B4 31 53 E6 01 E5 03 DD 2A 1C DD F7 31 7F,
2201,8/S8013.DAT,0x47B6E,선택지,|라마다사의 수행|로맨싱 스톤|장신구 비단 띠|그만,56,DB9FC7069B927DFED84DCD923A7D168FACF031D0EDB23DE8B62E332B35B527D2,E5 03 57 64 67 DD 9E 1C DD BF 74 E6 01 E5 03 A2 64 34 60 34 80 47 5C 31 34 E6 01 E5 03 42 4E DD 60 77 6B 31 5B 44 DD 4F 1C 3B 99 5A E6 01 E5 03 40 29 75 39 1B 1B 40 37,
2202,8/S8013.DAT,0x47BE8,빌드대기,초핀: 고겐 님이 동료가 된 뒤에 오르카스 언덕의 스톤 서클에 가 보셨습니까?,50,E9DDC731776B5FA21E2B7C9F7B674D02404258BB9C07A3C492BDC1B82934D06E,6C 69 72 34 25 E6 01 DD 3C 31 DD 4D 34 3A 2D 2A DD 99 88 23 1D 29 1F C3 23 8F 53 DD 56 47 1C DE F2 1C 47 5C 31 34 77 31 4E 53 8A 74 44 27 1E 1F 20 3C,
2203,8/S8013.DAT,0x47C4C,빌드대기,초핀: 여기서는 어떤 아이템을 얻을 수 있습니다. 스톤 서클에서만 말이지요...,42,1FAE813547BC6555B9D4DE1A499B958014955AA5904465A5842A1D2C93D4D316,6C 69 72 34 25 E6 01 2E 2E 30 28 24 3F 22 42 65 DB D8 2A 87 23 86 39 27 2B 37 47 5C 31 34 77 31 4E 53 35 49 23 DF 61 DF 61 37,
2207,8/S8013.DAT,0x47DD8,빌드대기,초핀: 소환수는 전부 여섯까지라고 들었습니다. 그중엔 찾기 어려운 것도 있으니 여기저기 찾아 보십시오.,68,61391AD4E74235282B302A4AF461AF725CF2E808C776A0E338F05643B7F6DB12,6C 69 72 34 25 E6 01 DD 78 DD 7B DE 6E 28 DD 08 DD 25 30 17 27 30 1D 22 36 D3 1B 21 3B 39 27 2B 37 DD 64 23 28 A0 45 20 39 23 3E 1B 38 1C 38 1B 22 3D 26 1D 1C 30 3F 4B 2E 4B DE 07 1E 21 6D 21 70 3A 1B 37,
2217,8/S8013.DAT,0x48202,빌드대기,초핀: 경험치를 두 배로 주는 「비단 띠」는 누구나 착용할 수 있습니다.,67,53783AFE5BE71A4765E47C939BA539EA2A6C7F506206B5A5DF972BC6FE057728,6C 69 72 34 25 E6 01 63 93 30 1C DD DE DE 75 DD D2 2A DF 17 23 1D 22 42 4E DD 60 77 6B 31 2A 3F 22 3D 26 30 2B 37 DE 26 AE 28 5B 44 DD 4F 1C 3B 99 5A 37 E6 01 DD D3 30 38 DD 33 46 22 3D 26 30 2B 4C 37,
2414,C1/SC011.DAT,0x46DE6,선택지,싸우게 된다. 괜찮나?|예|그만둔다,28,507064BDD0DA94C843BDAC6372E01383656533ED387E254E42A47291EB508273,63 93 23 1D 22 6A 37 1B 1B 20 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2415,C1/SC011.DAT,0x46E48,선택지,싸우게 돼. 괜찮아?|응|그만둘래,28,85C5B910C2107B33C914187F857BE9C8D2D5A9A45C51C2F3AA2FB78F8451DAF3,63 93 23 1D 22 3D 37 1B 1B 1C 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2416,C1/SC011.DAT,0x46EAA,선택지,간다. 물론 괜찮겠지?|물론|역시 그만,29,3E5A5AD3CB4AB2B9B153BCEFDB15B3176E8A7DA98F4D597122BF044176B60FB7,40 22 A7 37 38 4B 55 2D 1B 1B 3D 1D E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2417,C1/SC011.DAT,0x46F0E,선택지,"싸우게 되는데, 괜찮을까?|괜찮아|그만둘래",31,21A9E3C2EE23F6339AB9661FF79D3F935B1C8FED8E85BB1E56EB0797EF24E78E,63 93 23 1D 22 49 54 24 1B 1B 1C 20 1D 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2418,C1/SC011.DAT,0x46F74,선택지,싸우게 되는데 괜찮으려나?|괜찮다|그만두마,29,92042DBE44E9ADACFB6C9C57585D43D28B9A83FDBB1B2703B01062C9BF03B482,63 93 23 1D 22 2A 1B 1B 1C 20 1D 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2419,C1/SC011.DAT,0x46FD8,선택지,괜찮나?|예|그만둔다,21,53F5EB22FE61C0817E4AB5969DC8456F8C1B885E1DB811F1E958A24765C7F435,1B 1B 20 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2420,C1/SC011.DAT,0x47034,선택지,어떻게 할까?|싸운다|그만둔다,24,092451FDD7FFE02116170EF6FBDD5FD6FEABB863833C56DF01DCE16463CBBF2F,54 26 1E 3D 26 20 4C E6 01 E5 03 40 22 E6 01 E5 03 40 29 75 39 40 51 22,
2422,C1/SC021.DAT,0x46DE6,선택지,싸우게 된다. 괜찮나?|예|그만둔다,28,507064BDD0DA94C843BDAC6372E01383656533ED387E254E42A47291EB508273,63 93 23 1D 22 6A 37 1B 1B 20 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2423,C1/SC021.DAT,0x46E48,선택지,싸우게 돼. 괜찮아?|응|그만둘래,28,85C5B910C2107B33C914187F857BE9C8D2D5A9A45C51C2F3AA2FB78F8451DAF3,63 93 23 1D 22 3D 37 1B 1B 1C 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2424,C1/SC021.DAT,0x46EAA,선택지,간다. 물론 괜찮겠지?|물론|역시 그만,29,3E5A5AD3CB4AB2B9B153BCEFDB15B3176E8A7DA98F4D597122BF044176B60FB7,40 22 A7 37 38 4B 55 2D 1B 1B 3D 1D E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2425,C1/SC021.DAT,0x46F0E,선택지,"싸우게 되는데, 괜찮을까?|괜찮아|그만둘래",31,21A9E3C2EE23F6339AB9661FF79D3F935B1C8FED8E85BB1E56EB0797EF24E78E,63 93 23 1D 22 49 54 24 1B 1B 1C 20 1D 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2426,C1/SC021.DAT,0x46F74,선택지,싸우게 되는데 괜찮으려나?|괜찮다|그만두마,29,92042DBE44E9ADACFB6C9C57585D43D28B9A83FDBB1B2703B01062C9BF03B482,63 93 23 1D 22 2A 1B 1B 1C 20 1D 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2427,C1/SC021.DAT,0x46FD8,선택지,괜찮나?|예|그만둔다,21,53F5EB22FE61C0817E4AB5969DC8456F8C1B885E1DB811F1E958A24765C7F435,1B 1B 20 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2428,C1/SC021.DAT,0x47034,선택지,어떻게 할까?|싸운다|그만둔다,24,092451FDD7FFE02116170EF6FBDD5FD6FEABB863833C56DF01DCE16463CBBF2F,54 26 1E 3D 26 20 4C E6 01 E5 03 40 22 E6 01 E5 03 40 29 75 39 40 51 22,
2429,C1/SC031.DAT,0x46DE6,선택지,싸우게 된다. 괜찮나?|예|그만둔다,28,507064BDD0DA94C843BDAC6372E01383656533ED387E254E42A47291EB508273,63 93 23 1D 22 6A 37 1B 1B 20 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2430,C1/SC031.DAT,0x46E48,선택지,싸우게 돼. 괜찮아?|응|그만둘래,28,85C5B910C2107B33C914187F857BE9C8D2D5A9A45C51C2F3AA2FB78F8451DAF3,63 93 23 1D 22 3D 37 1B 1B 1C 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2431,C1/SC031.DAT,0x46EAA,선택지,간다. 물론 괜찮겠지?|물론|역시 그만,29,3E5A5AD3CB4AB2B9B153BCEFDB15B3176E8A7DA98F4D597122BF044176B60FB7,40 22 A7 37 38 4B 55 2D 1B 1B 3D 1D E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2432,C1/SC031.DAT,0x46F0E,선택지,"싸우게 되는데, 괜찮을까?|괜찮아|그만둘래",31,21A9E3C2EE23F6339AB9661FF79D3F935B1C8FED8E85BB1E56EB0797EF24E78E,63 93 23 1D 22 49 54 24 1B 1B 1C 20 1D 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2433,C1/SC031.DAT,0x46F74,선택지,싸우게 되는데 괜찮으려나?|괜찮다|그만두마,29,92042DBE44E9ADACFB6C9C57585D43D28B9A83FDBB1B2703B01062C9BF03B482,63 93 23 1D 22 2A 1B 1B 1C 20 1D 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2434,C1/SC031.DAT,0x46FD8,선택지,괜찮나?|예|그만둔다,21,53F5EB22FE61C0817E4AB5969DC8456F8C1B885E1DB811F1E958A24765C7F435,1B 1B 20 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2435,C1/SC031.DAT,0x47034,선택지,어떻게 할까?|싸운다|그만둔다,24,092451FDD7FFE02116170EF6FBDD5FD6FEABB863833C56DF01DCE16463CBBF2F,54 26 1E 3D 26 20 4C E6 01 E5 03 40 22 E6 01 E5 03 40 29 75 39 40 51 22,
2436,C1/SC041.DAT,0x46DE6,선택지,싸우게 된다. 괜찮나?|예|그만둔다,28,507064BDD0DA94C843BDAC6372E01383656533ED387E254E42A47291EB508273,63 93 23 1D 22 6A 37 1B 1B 20 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2437,C1/SC041.DAT,0x46E48,선택지,싸우게 돼. 괜찮아?|응|그만둘래,28,85C5B910C2107B33C914187F857BE9C8D2D5A9A45C51C2F3AA2FB78F8451DAF3,63 93 23 1D 22 3D 37 1B 1B 1C 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2438,C1/SC041.DAT,0x46EAA,선택지,간다. 물론 괜찮겠지?|물론|역시 그만,29,3E5A5AD3CB4AB2B9B153BCEFDB15B3176E8A7DA98F4D597122BF044176B60FB7,40 22 A7 37 38 4B 55 2D 1B 1B 3D 1D E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2439,C1/SC041.DAT,0x46F0E,선택지,"싸우게 되는데, 괜찮을까?|괜찮아|그만둘래",31,21A9E3C2EE23F6339AB9661FF79D3F935B1C8FED8E85BB1E56EB0797EF24E78E,63 93 23 1D 22 49 54 24 1B 1B 1C 20 1D 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2440,C1/SC041.DAT,0x46F74,선택지,싸우게 되는데 괜찮으려나?|괜찮다|그만두마,29,92042DBE44E9ADACFB6C9C57585D43D28B9A83FDBB1B2703B01062C9BF03B482,63 93 23 1D 22 2A 1B 1B 1C 20 1D 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2441,C1/SC041.DAT,0x46FD8,선택지,괜찮나?|예|그만둔다,21,53F5EB22FE61C0817E4AB5969DC8456F8C1B885E1DB811F1E958A24765C7F435,1B 1B 20 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2442,C1/SC041.DAT,0x47034,선택지,어떻게 할까?|싸운다|그만둔다,24,092451FDD7FFE02116170EF6FBDD5FD6FEABB863833C56DF01DCE16463CBBF2F,54 26 1E 3D 26 20 4C E6 01 E5 03 40 22 E6 01 E5 03 40 29 75 39 40 51 22,
2443,C1/SC051.DAT,0x46DE6,선택지,싸우게 된다. 괜찮나?|예|그만둔다,28,507064BDD0DA94C843BDAC6372E01383656533ED387E254E42A47291EB508273,63 93 23 1D 22 6A 37 1B 1B 20 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2444,C1/SC051.DAT,0x46E48,선택지,싸우게 돼. 괜찮아?|응|그만둘래,28,85C5B910C2107B33C914187F857BE9C8D2D5A9A45C51C2F3AA2FB78F8451DAF3,63 93 23 1D 22 3D 37 1B 1B 1C 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2445,C1/SC051.DAT,0x46EAA,선택지,간다. 물론 괜찮겠지?|물론|역시 그만,29,3E5A5AD3CB4AB2B9B153BCEFDB15B3176E8A7DA98F4D597122BF044176B60FB7,40 22 A7 37 38 4B 55 2D 1B 1B 3D 1D E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2446,C1/SC051.DAT,0x46F0E,선택지,"싸우게 되는데, 괜찮을까?|괜찮아|그만둘래",31,21A9E3C2EE23F6339AB9661FF79D3F935B1C8FED8E85BB1E56EB0797EF24E78E,63 93 23 1D 22 49 54 24 1B 1B 1C 20 1D 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2447,C1/SC051.DAT,0x46F74,선택지,싸우게 되는데 괜찮으려나?|괜찮다|그만두마,29,92042DBE44E9ADACFB6C9C57585D43D28B9A83FDBB1B2703B01062C9BF03B482,63 93 23 1D 22 2A 1B 1B 1C 20 1D 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2448,C1/SC051.DAT,0x46FD8,선택지,괜찮나?|예|그만둔다,21,53F5EB22FE61C0817E4AB5969DC8456F8C1B885E1DB811F1E958A24765C7F435,1B 1B 20 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2449,C1/SC051.DAT,0x47034,선택지,어떻게 할까?|싸운다|그만둔다,24,092451FDD7FFE02116170EF6FBDD5FD6FEABB863833C56DF01DCE16463CBBF2F,54 26 1E 3D 26 20 4C E6 01 E5 03 40 22 E6 01 E5 03 40 29 75 39 40 51 22,
2450,C1/SC061.DAT,0x46DE6,선택지,싸우게 된다. 괜찮나?|예|그만둔다,28,507064BDD0DA94C843BDAC6372E01383656533ED387E254E42A47291EB508273,63 93 23 1D 22 6A 37 1B 1B 20 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2451,C1/SC061.DAT,0x46E48,선택지,싸우게 돼. 괜찮아?|응|그만둘래,28,85C5B910C2107B33C914187F857BE9C8D2D5A9A45C51C2F3AA2FB78F8451DAF3,63 93 23 1D 22 3D 37 1B 1B 1C 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2452,C1/SC061.DAT,0x46EAA,선택지,간다. 물론 괜찮겠지?|물론|역시 그만,29,3E5A5AD3CB4AB2B9B153BCEFDB15B3176E8A7DA98F4D597122BF044176B60FB7,40 22 A7 37 38 4B 55 2D 1B 1B 3D 1D E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2453,C1/SC061.DAT,0x46F0E,선택지,"싸우게 되는데, 괜찮을까?|괜찮아|그만둘래",31,21A9E3C2EE23F6339AB9661FF79D3F935B1C8FED8E85BB1E56EB0797EF24E78E,63 93 23 1D 22 49 54 24 1B 1B 1C 20 1D 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2454,C1/SC061.DAT,0x46F74,선택지,싸우게 되는데 괜찮으려나?|괜찮다|그만두마,29,92042DBE44E9ADACFB6C9C57585D43D28B9A83FDBB1B2703B01062C9BF03B482,63 93 23 1D 22 2A 1B 1B 1C 20 1D 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2455,C1/SC061.DAT,0x46FD8,선택지,괜찮나?|예|그만둔다,21,53F5EB22FE61C0817E4AB5969DC8456F8C1B885E1DB811F1E958A24765C7F435,1B 1B 20 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2456,C1/SC061.DAT,0x47034,선택지,어떻게 할까?|싸운다|그만둔다,24,092451FDD7FFE02116170EF6FBDD5FD6FEABB863833C56DF01DCE16463CBBF2F,54 26 1E 3D 26 20 4C E6 01 E5 03 40 22 E6 01 E5 03 40 29 75 39 40 51 22,
2457,C1/SC081.DAT,0x46DE6,선택지,싸우게 된다. 괜찮나?|예|그만둔다,28,507064BDD0DA94C843BDAC6372E01383656533ED387E254E42A47291EB508273,63 93 23 1D 22 6A 37 1B 1B 20 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2458,C1/SC081.DAT,0x46E48,선택지,싸우게 돼. 괜찮아?|응|그만둘래,28,85C5B910C2107B33C914187F857BE9C8D2D5A9A45C51C2F3AA2FB78F8451DAF3,63 93 23 1D 22 3D 37 1B 1B 1C 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2461,C1/SC081.DAT,0x46F70,선택지,싸우게 되는데 괜찮으려나?|괜찮다|그만두마,29,92042DBE44E9ADACFB6C9C57585D43D28B9A83FDBB1B2703B01062C9BF03B482,63 93 23 1D 22 2A 1B 1B 1C 20 1D 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2462,C1/SC081.DAT,0x46FD4,선택지,괜찮나?|예|그만둔다,21,53F5EB22FE61C0817E4AB5969DC8456F8C1B885E1DB811F1E958A24765C7F435,1B 1B 20 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2464,C1/SC091.DAT,0x46DE6,선택지,준비됐나?|예|그만,24,EBAEB16DF011A548D82D14A83DBD42AD5EC6CD0E53F115726B1DDE2E150013B9,1B 45 30 38 1B 1B 6A E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2465,C1/SC091.DAT,0x46E44,선택지,맡겨 두게|예|그만,23,F9A18FE42552ED0519C8858C38C25079091923705FC9D48D5C655C4B96D50879,27 20 59 1D 3A 1B E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2469,C1/SC091.DAT,0x46FC0,선택지,괜찮나?|예|그만둔다,21,53F5EB22FE61C0817E4AB5969DC8456F8C1B885E1DB811F1E958A24765C7F435,1B 1B 20 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
