id,status,severity,finding,evidence,next_action,scope,original_choice_count,current_choice_count,original_japanese,current_korean
5/S5013.DAT:485F6,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group77 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=696; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
強い相手を選んで戦うと、それだけ多くの経験をつめます。",초핀: 강한 상대를 정해 싸우면 그만큼 많은 경험을 쌓을 수 있습니다.
5/S5013.DAT:48650,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group148 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=697; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
経験は、攻撃した時も、された時も
得られます。
いつもチャレンジする心で挑んで下さい。",초핀: 경험치는 공격할 때뿐만 아니라 공격받을 때도 얻을 수 있습니다. 적극적으로 도전해 보세요.
5/S5013.DAT:486BE,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group79 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=698; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"なんだか、ちょつとやる気に
なつてきたな。",조금 의욕이 나기 시작했어.  
5/S5013.DAT:48706,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group80 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=699; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
ただし、
ダメージが0の場合はだめですよ。",초핀: 다만 피해가 0인 경우에는 안 됩니다.  
5/S5013.DAT:48758,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group81 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=700; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,・・・。,...    
5/S5013.DAT:4879E,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group82 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=701; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
仲聞がふえてくると、戦闘での役わりに
よりレベルにさが出てきます。",초핀: 동료가 늘어나면 전투에서의 역할에 따라 레벨 차이가 더 생기게 됩니다.
5/S5013.DAT:487FC,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group83 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=702; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
すベての人が攻撃に向いているわけでは
ありません。",초핀: 모두가 공격 역할에 어울리는 것은 아닙니다.
5/S5013.DAT:48852,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group84 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=703; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
キャラクターの防ご値が近い値になるように気をつけてみてはどうでしょう？",초핀: 캐릭터들의 방어력이 비슷한 수치가 되도록 신경 써 보시는 건 어떻겠습니까?
5/S5013.DAT:488B4,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group85 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=704; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
きつと、
すぐやられてしまう落ちこぼれは
いなくなりますよ。",초핀: 그러면 금방 당해 버리는 낙오자는 없어질 겁니다.   
5/S5013.DAT:48912,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group86 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=705; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,落ちこぼれとは誰のことじゃ？,낙오자라니 누구를 말하는 게냐?
5/S5013.DAT:489E2,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group172 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=706; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
アララトスの遺跡ダンジョンは
相当に階層が深いようです。",초핀:   아라라토스의 유적 던전은 |층이 상당히 많은것 같습니다.
5/S5013.DAT:48A40,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group88 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=707; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
なかには、モンスターに守られた、
あそこにしかないアクセサリーもあると
聞きます。","초핀: 그 안에는 몬스터가 지키고 있는, 그곳에서만 얻을 수 있는 액세서리도 있다고 들었습니다."
5/S5013.DAT:48AA6,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group173 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=708; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
力試しもかねて、時には行つてみるのも
よいのでは？","초핀: 힘 시험도 할 겸, 때로는 가 보는 것도 좋지 않겠습니까?"
5/S5013.DAT:48AFC,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group155 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=709; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"そうじゃ、おまえらの力で宝を
どんどん手に入れるんじゃ!","그래, 너희 힘으로 보물을 손에 넣는 거다!   "
5/S5013.DAT:48B4E,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group91 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=710; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"もちろん、手に入れた後はわしにまかせんしゃい。
キャッキャッキャッキャッ。",물론 손에 넣은 뒤에는 나에게 맡기거라. 크크크크크.          
5/S5013.DAT:48BAC,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group92 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=711; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,まかせる訳ないでしょ!,맡길 리가 없잖아!
5/S5013.DAT:48BF6,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group93 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=712; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
トヨーケの森の恵みの精霊を
おぼえていますか？",초핀: 토요케 숲의 은혜의 정령을 기억하십니까?  
5/S5013.DAT:48C4A,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group94 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=713; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
彼女はいつも我々を見守つてくれて
います。",초핀: 그녀는 언제나 우리를 지켜봐 주고 있습니다.
5/S5013.DAT:48C9E,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group95 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=714; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
ミルマーナには、3カ所バトルエリアが
あるこですし、時には行つて、
話を聞くのもよいでしょう。","초핀: 미르마나에는 세 곳의 배틀 에어리어가 있다고 하니, 때로는 가서 이야기를 듣는 것도 좋겠습니다."
5/S5013.DAT:48D0A,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group96 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=715; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
行くと万能薬をもらえるようですよ。",초핀: 가면 만능약을 받을 수 있을 것 같습니다.
5/S5013.DAT:48D5A,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group97 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=716; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,やさしいのう。,친절하기도 하군.
5/S5013.DAT:48DA0,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group98 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=717; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
ラマダに残つた僧達は、
寺を修行の場として
解放しているようです。",초핀: 라마다에 남은 승려들이 사원을 수련장으로 개방한것 같습니다. 
5/S5013.DAT:48E02,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group99 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=718; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
自分の強さを試したくなつた場合に、
立ちよつてみてはどうでしょう。",초핀: 자신의 강함을 시험하고 싶어졌을 때 들러 보시는 건 어떻겠습니까?
5/S5013.DAT:48E64,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group100 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=719; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,弟子達よ・・・・。,제자들아....  
5/S5013.DAT:48EAC,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group101 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=720; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
どれについてお話ししましょう？",초핀:   어느 것에 관해 말씀드릴까요?
5/S5013.DAT:49156,CONFIRMED_DEFECT,MEDIUM,"Source オルニスの丘 is misread as 오르카스 언덕, same defect as resident region_name3/location_name17. Original name byte sequence crosschecked to glyph-verified resident source.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=721; original catalog sources=['story_corpus', 'script_original_full']",Review proposal and consistent terminology before any canonical/game modification,tutorial_file_nonchoice,0,0,"チョピン 
ゴーゲンさんが仲聞になつた後にオルカスの丘のストーンサークルへ行きましたか？",초핀:   고겐 님이 동료가 된 뒤에 오르카스 언덕의 스톤 서클에 가 보셨습니까?
5/S5013.DAT:491BA,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group174 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=722; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
ここでは、あるアイテムが手に入ります。ストーンサークルだけに・・。",초핀:   여기서는 어떤 아이템을 얻을 수 있습니다. 스톤 서클인 만큼 말이지요...
5/S5013.DAT:4921A,ACCEPTABLE_ABBREVIATION,LOW,Input instructions retain button/action semantics (LR simultaneously or confirm icon/word). English-derived terminology / button icon wording varies; harmonize editorially without changing controls.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=723; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
バトル中に、自分のターンで
スタートボタンをおすと
ステータスを見れますよね。",초핀: 전투 중 자신의 턴에 스타트 버튼을 누르면 스테이터스를 볼 수 있지요.
5/S5013.DAT:4927E,ACCEPTABLE_ABBREVIATION,LOW,Input instructions retain button/action semantics (LR simultaneously or confirm icon/word). English-derived terminology / button icon wording varies; harmonize editorially without changing controls.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=724; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
その時に、カーソルと<CTRL:E7:02>でリングの中の技を選んでアイコンの位置を変えられるんです。",초핀: 그때 커서와 결정 버튼으로 링 안의 기술을 골라 아이콘 위치를 변경할 수 있습니다.
5/S5013.DAT:492E8,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group106 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=725; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
これは、一度変えるとセーフされるので
すつと使えますよ。",초핀: 이것은 한 번 바꾸면 저장되므로 언제나 사용할 수 있습니다.
5/S5013.DAT:49346,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group107 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=726; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
召喚獣は全部で6までなると聞いております。中には見つかりにくいものもいるようなのであちこち探してみて下さい。",초핀:   소환수는 모두 여섯이라고 들었습니다. 그중엔 찾기 어려운 것도 있으니 여기저기 찾아 보십시오.
5/S5013.DAT:493C0,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group108 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=727; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
ポコ様の楽器は、全部で8つになると聞いております。全部見つかると、かなり強い兵隊になれそうですね。",초핀: 포코 님의 악기는 전부 8개라고 들었습니다. 모두 찾으면 상당히 강한 병사가 될 수 있겠군요.
5/S5013.DAT:49436,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group109 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=728; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
その後の闘技場では、バトルに勝つた数を数えているみたいですね。",초핀: 그 뒤로 투기장에서는 전투 승수를 기록한다고 합니다.  
5/S5013.DAT:49492,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group110 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=729; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
きつと、いいことがありますから
がんばつて記ろくを作つて下さい。",초핀: 분명 좋은 일이 있을 테니 힘내서 기록을 세워 주십시오.
5/S5013.DAT:494F2,CONFIRMED_DEFECT,MEDIUM,"ヒートウォール is mistranslated 키토우올 in the big-bomb detonation tutorial; selectable skill_name29 says 히트 월, so the actionable spell hint does not match the skill menu.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=730; original catalog sources=['story_corpus', 'script_original_full']",Review proposal and consistent terminology before any canonical/game modification,tutorial_file_nonchoice,0,0,"チョピン 
ゴーゲン様のキートウオールの魔法の火に<G:90>大きな爆弾<G:89>を投げ込むと大爆発が
起こるそうです。",초핀: 고겐 님의 키토우올 마법의 불에 큰 폭탄을 던져 넣으면 대폭발이 일어난다고 합니다.
5/S5013.DAT:49566,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group112 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=731; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
モンスターの多いところで使つてみては
どうでしょう。",초핀: 몬스터가 많은 곳에서 써 보시는 건 어떻겠습니까?
5/S5013.DAT:495C0,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group113 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=732; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
ラマダ寺では、ランクを設けて修行を行つているようですが、その全てを終えると手に入るアクセサリーがあるようです。","초핀: 라마다사에서는 단계별로 수련을 진행하는데, 모든 과정을 마치면 얻을 수 있는 장신구가 있다고 합니다."
5/S5013.DAT:49636,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group114 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=733; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
ただ、ラマダ寺でもらえるわけではないようですが・・・。",초핀: 라마다사에서 직접 주는 것은 아닌 듯하지만…    
5/S5013.DAT:49692,ACCEPTABLE_ABBREVIATION,LOW,Romancing Stone location list retains all named destinations/holders across adjoining bodies; country qualifier Sumeria abbreviated. Each stone location still represented.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=734; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
ロマンシングストーンのある場所がわかりました。1つはスメリアのトウヴィル
1つはアララトスの遺跡ダンジョン、","초핀: 로맨싱 스톤이 있는 곳을 알아냈습니다. 토우빌과 아라라토스 유적 던전에 하나씩,      "
5/S5013.DAT:49706,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group176 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=735; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
1つはゴーゲン様が、最後の1つはアークさんの父上が持つてらつしゃつたみたいですね。","초핀: 고겐 님께 하나, 마지막은 아크 님의 아버님이 가지고 계셨다고 합니다."
5/S5013.DAT:49770,CONFIRMED_DEFECT,MEDIUM,"Repeated item name differs from resident inventory: 생명의 나무 열매 vs 생명의 열매, or 비단 띠 vs 비단 허리띠. Same original item, consistency correction required.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=736; original catalog sources=['story_corpus', 'script_original_full']",Review proposal and consistent terminology before any canonical/game modification,tutorial_file_nonchoice,0,0,"チョピン 
戦闘での経験値が倍なるアクセサリーがあるようです。名前は<G:90>きぬのおび<G:89>。
誰でも使えるようですね。",초핀:   경험치를 두 배로 주는 「비단 띠」는 누구나         |착용할 수 있습니다. 
6/S6014.DAT:475F0,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group60 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=737; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
出発なさいますか？",초핀: 출발하시겠습니까?
6/S6014.DAT:47686,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group63 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=738; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
では、こちらへ","초핀: 그럼, 이쪽으로."
6/S6014.DAT:477A4,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group62 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=739; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
いつでも整備してお待ちしております。",초핀: 언제든 정비하여 기다리고 있습니다.
6/S6014.DAT:47902,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group60 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=740; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
出発なさいますか？",초핀: 출발하시겠습니까?
6/S6014.DAT:479AA,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group60 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=741; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
出発なさいますか？",초핀: 출발하시겠습니까?
6/S6014.DAT:47A52,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group63 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=742; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
では、こちらへ","초핀: 그럼, 이쪽으로."
6/S6014.DAT:47B76,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group62 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=743; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
いつでも整備してお待ちしております。",초핀: 언제든 정비하여 기다리고 있습니다.
6/S6014.DAT:47EA2,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group60 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=744; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
出発なさいますか？",초핀: 출발하시겠습니까?
6/S6014.DAT:47F38,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group63 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=745; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
では、こちらへ","초핀: 그럼, 이쪽으로."
6/S6014.DAT:48050,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group177 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=746; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,へんなカンバンね・・・,이상한 간판이네...
6/S6014.DAT:480DC,PASS_SEMANTIC,NONE,"Exact JP/current tutorial pair group62 directly read; mechanics, numbers, direction, negation and conditions preserved. Each listed duplicate has the identical reviewed text pair.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=747; original catalog sources=['story_corpus', 'script_original_full']",Runtime selection/effect/geometry validation separate,tutorial_file_nonchoice,0,0,"チョピン 
いつでも整備してお待ちしております。",초핀: 언제든 정비하여 기다리고 있습니다.
